Time,GPS_Lat,GPS_Lon,GPS_Alt,N(m),E(m),Target_Alt,Yaw(deg),Local_X(m),Local_Y(m),Yaw_Offset(deg),Initial_Yaw(deg)
2025-06-29T15:22:36.060452+09:00,36.0757741,136.2132948,0.513,-0.2,-0.1,0.5,175.41513124555854,0.002628423389978707,-0.2107550553046167,0.0,175.41513124555854
2025-06-29T15:22:36.160553+09:00,36.0757739,136.2132947,0.509,-0.2,-0.1,0.5,175.41513124555854,-0.006099657155573368,-0.23305210005491972,0.0,175.41513124555854
2025-06-29T15:22:36.260652+09:00,36.0757739,136.2132947,0.509,-0.2,-0.1,0.5,175.41513124555854,-0.006099657155573368,-0.23305210005491972,0.0,175.41513124555854
2025-06-29T15:22:36.360751+09:00,36.0757739,136.2132947,0.509,-0.2,-0.1,0.5,175.41513124555854,-0.006099657155573368,-0.23305210005491972,0.0,175.41513124555854
2025-06-29T15:22:36.460849+09:00,36.0757739,136.2132947,0.509,-0.2,-0.1,0.5,175.41513124555854,-0.006099657155573368,-0.23305210005491972,0.0,175.41513124555854
2025-06-29T15:22:36.560948+09:00,36.0757739,136.2132947,0.509,-0.2,-0.1,0.5,175.41513124555854,-0.006099657155573368,-0.23305210005491972,0.0,175.41513124555854
2025-06-29T15:22:36.661045+09:00,36.0757739,136.2132947,0.509,-0.2,-0.1,0.5,175.41513124555854,-0.006099657155573368,-0.23305210005491972,0.0,175.41513124555854
2025-06-29T15:22:36.761143+09:00,36.0757739,136.2132947,0.509,-0.2,-0.1,0.5,175.41513124555854,-0.006099657155573368,-0.23305210005491972,0.0,175.41513124555854
2025-06-29T15:22:36.861241+09:00,36.0757739,136.2132947,0.509,-0.2,-0.1,0.5,175.41513124555854,-0.006099657155573368,-0.23305210005491972,0.0,175.41513124555854
2025-06-29T15:22:36.961343+09:00,36.0757739,136.2132947,0.509,-0.2,-0.1,0.5,175.41513124555854,-0.006099657155573368,-0.23305210005491972,0.0,175.41513124555854
2025-06-29T15:22:37.061451+09:00,36.0757739,136.2132947,0.509,-0.2,-0.1,0.5,175.41513124555854,-0.006099657155573368,-0.23305210005491972,0.0,175.41513124555854
2025-06-29T15:22:37.161553+09:00,36.075774,136.2132943,0.508,-0.2,-0.1,0.5,175.41513124555854,-0.04225702409166843,-0.22240893822163343,0.0,175.41513124555854
2025-06-29T15:22:37.261649+09:00,36.075774,136.2132943,0.508,-0.2,-0.1,0.5,175.41513124555854,-0.04225702409166843,-0.22240893822163343,0.0,175.41513124555854
2025-06-29T15:22:37.361740+09:00,36.075774,136.2132943,0.508,-0.2,-0.1,0.5,175.41513124555854,-0.04225702409166843,-0.22240893822163343,0.0,175.41513124555854
2025-06-29T15:22:37.461821+09:00,36.075774,136.2132943,0.508,-0.2,-0.1,0.5,175.41513124555854,-0.04225702409166843,-0.22240893822163343,0.0,175.41513124555854
2025-06-29T15:22:37.561902+09:00,36.075774,136.2132943,0.508,-0.2,-0.1,0.5,175.41513124555854,-0.04225702409166843,-0.22240893822163343,0.0,175.41513124555854
